age,education,occupation,hours-per-week,gender,salary
27,Some-college,Tech-support,40,Male,>50K
22,HS-grad,Transport-moving,40,Male,<=50K
29,Bachelors,Tech-support,40,Male,<=50K
35,HS-grad,Sales,44,Male,<=50K
38,Some-college,Handlers-cleaners,35,Female,<=50K
29,7th-8th,Farming-fishing,40,Male,<=50K
26,Some-college,Handlers-cleaners,44,Male,<=50K
34,Prof-school,Prof-specialty,40,Female,<=50K
31,Assoc-voc,Craft-repair,40,Male,>50K
30,Some-college,Craft-repair,40,Male,<=50K
20,Some-college,Other-service,40,Male,<=50K
37,Masters,Prof-specialty,48,Male,<=50K
32,HS-grad,Adm-clerical,20,Female,<=50K
36,Assoc-acdm,Sales,40,Female,<=50K
54,Masters,Prof-specialty,40,Male,>50K
78,7th-8th,?,40,Male,<=50K
46,Some-college,Exec-managerial,50,Female,<=50K
18,HS-grad,Sales,20,Female,<=50K
57,Some-college,Protective-serv,50,Male,<=50K
37,HS-grad,Handlers-cleaners,40,Male,<=50K
43,HS-grad,Craft-repair,40,Male,>50K
45,HS-grad,Exec-managerial,40,Female,<=50K
32,Some-college,Adm-clerical,40,Female,<=50K
38,HS-grad,Adm-clerical,40,Male,<=50K
25,Assoc-acdm,Tech-support,30,Female,<=50K
70,Some-college,Farming-fishing,40,Male,<=50K
40,Some-college,Machine-op-inspct,50,Male,>50K
40,HS-grad,Craft-repair,40,Male,<=50K
20,HS-grad,Craft-repair,40,Male,<=50K
29,HS-grad,Exec-managerial,40,Male,>50K
24,Assoc-voc,Craft-repair,55,Male,<=50K
28,Assoc-voc,Exec-managerial,40,Female,<=50K
58,10th,Transport-moving,50,Male,<=50K
38,Bachelors,Adm-clerical,40,Female,<=50K
59,Some-college,Farming-fishing,40,Female,<=50K
18,11th,Adm-clerical,15,Female,<=50K
40,HS-grad,Machine-op-inspct,40,Male,<=50K
39,Masters,Exec-managerial,50,Male,<=50K
35,Bachelors,Exec-managerial,50,Male,>50K
45,HS-grad,Craft-repair,72,Male,<=50K
62,Bachelors,?,5,Male,<=50K
24,HS-grad,Adm-clerical,20,Female,<=50K
22,Some-college,Adm-clerical,30,Male,<=50K
23,Bachelors,Exec-managerial,40,Male,<=50K
39,Some-college,Craft-repair,60,Male,>50K
28,Assoc-voc,Tech-support,38,Female,<=50K
51,11th,Sales,30,Male,>50K
44,Bachelors,Adm-clerical,37,Female,<=50K
73,1st-4th,?,40,Male,<=50K
24,HS-grad,Farming-fishing,35,Male,<=50K
24,11th,Sales,40,Male,<=50K
52,1st-4th,Craft-repair,50,Male,<=50K
43,HS-grad,Handlers-cleaners,40,Male,<=50K
67,12th,Exec-managerial,20,Male,<=50K
31,12th,Handlers-cleaners,40,Male,<=50K
36,HS-grad,Craft-repair,50,Male,>50K
43,Assoc-acdm,Transport-moving,40,Male,<=50K
31,7th-8th,Handlers-cleaners,70,Male,<=50K
23,Some-college,Adm-clerical,20,Male,<=50K
26,Bachelors,Handlers-cleaners,40,Male,<=50K
48,Some-college,Prof-specialty,40,Male,<=50K
40,Some-college,Craft-repair,44,Male,<=50K
55,Prof-school,Prof-specialty,39,Female,<=50K
49,HS-grad,Craft-repair,45,Male,>50K
34,Bachelors,Other-service,15,Female,<=50K
29,HS-grad,Adm-clerical,60,Female,<=50K
50,Bachelors,Adm-clerical,8,Female,<=50K
19,Some-college,Sales,9,Female,<=50K
63,Doctorate,Exec-managerial,50,Male,>50K
66,Bachelors,Craft-repair,30,Male,<=50K
65,Some-college,?,6,Female,<=50K
60,Assoc-voc,Other-service,20,Male,<=50K
60,HS-grad,Other-service,38,Female,<=50K
19,HS-grad,Tech-support,40,Male,<=50K
26,HS-grad,Exec-managerial,60,Male,<=50K
75,Some-college,Craft-repair,40,Male,<=50K
58,Some-college,Prof-specialty,20,Female,<=50K
18,Some-college,Exec-managerial,50,Female,<=50K
65,Assoc-acdm,Exec-managerial,40,Male,<=50K
50,HS-grad,Exec-managerial,40,Male,>50K
26,Some-college,Other-service,40,Male,<=50K
45,Masters,Sales,50,Male,>50K
19,Some-college,?,40,Male,<=50K
29,HS-grad,Tech-support,40,Male,>50K
52,Some-college,Sales,52,Female,>50K
23,Bachelors,Exec-managerial,40,Female,<=50K
21,HS-grad,Other-service,40,Male,<=50K
48,HS-grad,Exec-managerial,40,Female,<=50K
59,Masters,?,35,Male,>50K
50,Bachelors,Exec-managerial,40,Male,>50K
41,Bachelors,Protective-serv,40,Male,<=50K
32,HS-grad,Sales,30,Female,<=50K
40,HS-grad,Farming-fishing,40,Male,<=50K
19,HS-grad,Handlers-cleaners,30,Male,<=50K
30,5th-6th,?,40,Male,<=50K
42,HS-grad,Adm-clerical,39,Male,<=50K
23,Bachelors,Adm-clerical,50,Female,<=50K
37,HS-grad,Farming-fishing,40,Male,>50K
21,11th,Prof-specialty,24,Female,<=50K
28,Bachelors,Tech-support,40,Male,>50K
50,HS-grad,?,40,Male,<=50K
20,Some-college,Sales,25,Male,<=50K
21,11th,Craft-repair,35,Male,<=50K
21,Some-college,Other-service,16,Male,<=50K
45,Bachelors,Prof-specialty,40,Male,<=50K
49,HS-grad,Craft-repair,40,Male,<=50K
53,Some-college,Sales,50,Male,>50K
41,HS-grad,Machine-op-inspct,40,Male,<=50K
48,Bachelors,Adm-clerical,40,Female,<=50K
73,HS-grad,?,15,Female,<=50K
34,Some-college,Exec-managerial,40,Female,<=50K
24,HS-grad,Adm-clerical,40,Female,<=50K
58,HS-grad,Adm-clerical,16,Female,<=50K
41,Bachelors,Sales,50,Male,>50K
53,Preschool,Other-service,40,Male,<=50K
40,HS-grad,Craft-repair,40,Male,<=50K
28,Some-college,Craft-repair,40,Male,>50K
32,Some-college,Sales,47,Male,<=50K
44,Some-college,Exec-managerial,45,Male,<=50K
18,11th,Other-service,40,Female,<=50K
37,HS-grad,Other-service,40,Female,<=50K
43,Assoc-acdm,Adm-clerical,45,Female,<=50K
22,HS-grad,Other-service,40,Female,<=50K
28,10th,Handlers-cleaners,40,Male,<=50K
51,Some-college,Exec-managerial,40,Female,<=50K
63,HS-grad,Prof-specialty,72,Female,<=50K
29,Some-college,Protective-serv,45,Male,<=50K
44,Bachelors,Exec-managerial,48,Male,>50K
44,7th-8th,Other-service,38,Female,<=50K
37,Some-college,Other-service,40,Male,<=50K
62,HS-grad,Adm-clerical,40,Male,<=50K
31,HS-grad,Craft-repair,52,Male,<=50K
20,HS-grad,Handlers-cleaners,30,Male,<=50K
48,10th,Machine-op-inspct,32,Female,<=50K
24,Some-college,Other-service,50,Female,<=50K
56,Bachelors,Exec-managerial,40,Male,<=50K
36,Some-college,Adm-clerical,35,Male,<=50K
29,HS-grad,Craft-repair,40,Male,<=50K
34,Prof-school,Tech-support,40,Male,>50K
39,Some-college,Craft-repair,40,Male,<=50K
29,Some-college,Handlers-cleaners,45,Male,<=50K
38,HS-grad,Exec-managerial,65,Male,<=50K
23,9th,Other-service,20,Male,<=50K
37,HS-grad,Other-service,40,Male,<=50K
30,Some-college,Other-service,30,Female,<=50K
58,Some-college,?,36,Female,<=50K
42,Assoc-acdm,Tech-support,40,Male,<=50K
59,HS-grad,Other-service,19,Female,<=50K
45,HS-grad,Handlers-cleaners,40,Male,>50K
46,Some-college,Sales,40,Male,<=50K
25,Masters,Prof-specialty,37,Female,<=50K
41,HS-grad,Craft-repair,55,Male,<=50K
49,HS-grad,Transport-moving,50,Male,>50K
37,Some-college,Other-service,40,Male,<=50K
31,HS-grad,Craft-repair,45,Male,<=50K
22,Assoc-acdm,Exec-managerial,6,Male,<=50K
22,HS-grad,Sales,33,Female,<=50K
17,11th,Priv-house-serv,20,Female,<=50K
47,Doctorate,Prof-specialty,50,Male,>50K
17,10th,Other-service,15,Male,<=50K
39,5th-6th,Handlers-cleaners,40,Male,<=50K
23,Some-college,Adm-clerical,20,Male,<=50K
41,Bachelors,Prof-specialty,40,Male,>50K
36,Masters,Prof-specialty,45,Male,>50K
52,Bachelors,Prof-specialty,40,Male,>50K
21,HS-grad,Craft-repair,30,Female,<=50K
33,10th,Handlers-cleaners,36,Female,<=50K
17,11th,?,35,Female,<=50K
41,HS-grad,Craft-repair,44,Male,<=50K
19,HS-grad,Sales,35,Female,<=50K
38,HS-grad,Adm-clerical,45,Male,>50K
24,Some-college,Craft-repair,40,Male,<=50K
38,Bachelors,Sales,40,Female,<=50K
39,Bachelors,Prof-specialty,45,Male,>50K
19,Some-college,Sales,15,Female,<=50K
31,Assoc-acdm,?,25,Female,<=50K
42,Some-college,Adm-clerical,40,Female,<=50K
36,HS-grad,Sales,45,Male,<=50K
29,Some-college,Handlers-cleaners,40,Male,<=50K
17,12th,Handlers-cleaners,20,Male,<=50K
47,Bachelors,Craft-repair,50,Male,>50K
24,Some-college,Adm-clerical,60,Female,<=50K
61,Some-college,Exec-managerial,40,Male,>50K
40,Some-college,Craft-repair,60,Male,<=50K
31,9th,?,25,Female,<=50K
59,HS-grad,Prof-specialty,38,Female,<=50K
29,Some-college,Tech-support,55,Male,<=50K
26,HS-grad,Other-service,40,Male,<=50K
46,HS-grad,Transport-moving,40,Male,>50K
56,HS-grad,Adm-clerical,40,Male,>50K
25,Bachelors,Adm-clerical,40,Female,<=50K
17,12th,Sales,18,Female,<=50K
29,Assoc-voc,Exec-managerial,40,Female,<=50K
23,5th-6th,Handlers-cleaners,30,Male,<=50K
67,HS-grad,Exec-managerial,35,Female,<=50K
29,Masters,Prof-specialty,50,Female,<=50K
33,Assoc-acdm,Adm-clerical,40,Female,<=50K
32,HS-grad,Transport-moving,40,Male,<=50K
34,Some-college,Other-service,62,Male,<=50K
49,HS-grad,Machine-op-inspct,40,Male,<=50K
54,Some-college,Craft-repair,40,Male,<=50K
39,HS-grad,Other-service,40,Male,<=50K
41,Bachelors,Craft-repair,40,Male,<=50K
31,Some-college,Adm-clerical,38,Female,<=50K
47,Doctorate,Prof-specialty,40,Male,>50K
27,HS-grad,Machine-op-inspct,1,Male,<=50K
23,11th,Transport-moving,25,Male,<=50K
44,7th-8th,Transport-moving,80,Male,>50K
25,Assoc-acdm,Exec-managerial,45,Male,<=50K
23,Some-college,Adm-clerical,16,Female,<=50K
52,HS-grad,Craft-repair,50,Male,>50K
62,HS-grad,Exec-managerial,36,Female,<=50K
31,Bachelors,Prof-specialty,40,Female,<=50K
19,11th,Craft-repair,60,Male,<=50K
22,Some-college,?,36,Male,<=50K
53,Some-college,Craft-repair,40,Male,<=50K
25,HS-grad,Craft-repair,40,Female,<=50K
45,HS-grad,Transport-moving,40,Male,<=50K
69,9th,Craft-repair,40,Male,<=50K
49,HS-grad,Craft-repair,40,Male,>50K
42,Bachelors,Prof-specialty,27,Female,>50K
44,HS-grad,Farming-fishing,40,Male,>50K
56,Some-college,Craft-repair,41,Male,>50K
37,HS-grad,Machine-op-inspct,40,Male,>50K
37,Bachelors,Exec-managerial,45,Male,>50K
22,Some-college,Other-service,40,Female,<=50K
34,Bachelors,Prof-specialty,40,Male,>50K
36,HS-grad,Machine-op-inspct,40,Male,<=50K
54,HS-grad,?,20,Male,<=50K
28,Some-college,Exec-managerial,65,Male,<=50K
28,Bachelors,Prof-specialty,50,Male,<=50K
36,10th,Sales,35,Female,<=50K
73,5th-6th,Protective-serv,20,Male,<=50K
37,HS-grad,Farming-fishing,60,Male,<=50K
24,Bachelors,Exec-managerial,65,Female,<=50K
30,HS-grad,Adm-clerical,38,Female,<=50K
38,Assoc-voc,Other-service,40,Male,<=50K
50,Some-college,Adm-clerical,40,Male,>50K
69,HS-grad,?,45,Male,>50K
43,Prof-school,Prof-specialty,40,Male,>50K
42,HS-grad,Handlers-cleaners,40,Male,<=50K
54,Some-college,Adm-clerical,38,Female,<=50K
27,Assoc-acdm,Exec-managerial,58,Female,<=50K
39,Some-college,Sales,45,Male,<=50K
27,Some-college,Adm-clerical,40,Female,<=50K
30,HS-grad,Handlers-cleaners,66,Male,<=50K
30,HS-grad,Transport-moving,40,Male,<=50K
37,Some-college,Craft-repair,40,Male,<=50K
50,Bachelors,Prof-specialty,60,Male,>50K
36,Some-college,Craft-repair,40,Female,<=50K
22,Some-college,Handlers-cleaners,10,Male,<=50K
21,Some-college,Craft-repair,40,Male,<=50K
33,Bachelors,Adm-clerical,42,Male,<=50K
76,7th-8th,Other-service,25,Female,<=50K
22,Some-college,?,28,Female,<=50K
37,Bachelors,Adm-clerical,40,Male,<=50K
34,Some-college,Sales,60,Male,<=50K
29,HS-grad,Farming-fishing,97,Male,<=50K
29,HS-grad,Transport-moving,40,Male,<=50K
28,Bachelors,Sales,40,Male,<=50K
73,Some-college,Exec-managerial,35,Male,<=50K
43,Some-college,Exec-managerial,40,Female,<=50K
39,Some-college,Craft-repair,40,Male,<=50K
74,10th,Other-service,6,Female,<=50K
27,Bachelors,Prof-specialty,30,Male,<=50K
47,HS-grad,Transport-moving,60,Male,<=50K
90,HS-grad,Other-service,24,Female,<=50K
47,Bachelors,Prof-specialty,60,Male,>50K
42,Bachelors,Exec-managerial,40,Male,>50K
69,Bachelors,Handlers-cleaners,40,Male,<=50K
18,12th,?,40,Male,<=50K
23,Bachelors,Tech-support,20,Female,<=50K
44,HS-grad,Prof-specialty,30,Male,<=50K
41,HS-grad,Sales,40,Male,<=50K
47,Some-college,Adm-clerical,40,Male,<=50K
43,Bachelors,Exec-managerial,40,Male,>50K
33,Some-college,Other-service,40,Male,<=50K
48,11th,Other-service,30,Female,<=50K
39,Bachelors,Sales,60,Male,<=50K
43,Masters,Exec-managerial,40,Female,>50K
18,Some-college,?,20,Female,<=50K
52,HS-grad,Priv-house-serv,40,Female,<=50K
18,HS-grad,Sales,20,Female,<=50K
27,HS-grad,Sales,45,Male,<=50K
27,Bachelors,Exec-managerial,45,Male,>50K
45,HS-grad,Adm-clerical,40,Female,<=50K
79,Prof-school,?,10,Male,<=50K
24,Assoc-voc,Other-service,20,Male,<=50K
25,Some-college,Sales,40,Female,<=50K
42,10th,Transport-moving,35,Male,<=50K
63,7th-8th,Craft-repair,40,Male,<=50K
40,HS-grad,Adm-clerical,46,Female,>50K
47,Prof-school,Exec-managerial,60,Male,>50K
42,HS-grad,Craft-repair,50,Male,>50K
42,Some-college,Exec-managerial,45,Female,<=50K
63,Bachelors,Prof-specialty,40,Male,>50K
37,Bachelors,Prof-specialty,55,Female,<=50K
65,HS-grad,Adm-clerical,20,Male,<=50K
30,10th,?,40,Male,<=50K
62,Bachelors,Craft-repair,50,Male,>50K
46,HS-grad,Craft-repair,40,Male,<=50K
23,HS-grad,Sales,25,Female,<=50K
47,Bachelors,Prof-specialty,45,Female,<=50K
20,Some-college,Other-service,20,Male,<=50K
21,HS-grad,?,10,Female,<=50K
28,HS-grad,Handlers-cleaners,40,Male,<=50K
61,HS-grad,Other-service,40,Male,<=50K
30,HS-grad,Other-service,72,Female,<=50K
30,Bachelors,Protective-serv,72,Male,>50K
29,Bachelors,Sales,50,Male,>50K
39,HS-grad,Machine-op-inspct,40,Female,<=50K
23,11th,Other-service,35,Female,<=50K
32,11th,Priv-house-serv,40,Female,<=50K
63,HS-grad,Other-service,34,Female,<=50K
19,Some-college,Craft-repair,15,Female,<=50K
57,Doctorate,Prof-specialty,60,Male,>50K
41,Bachelors,Craft-repair,40,Male,>50K
23,Assoc-voc,Sales,40,Male,<=50K
30,Doctorate,Prof-specialty,20,Male,<=50K
43,Assoc-acdm,Exec-managerial,50,Male,<=50K
64,7th-8th,Other-service,25,Male,<=50K
56,5th-6th,Machine-op-inspct,40,Male,<=50K
32,HS-grad,Adm-clerical,40,Male,<=50K
55,HS-grad,Craft-repair,45,Male,<=50K
17,11th,Other-service,12,Female,<=50K
17,10th,Other-service,20,Male,<=50K
29,Some-college,Adm-clerical,65,Female,<=50K
23,HS-grad,?,40,Female,<=50K
37,HS-grad,Craft-repair,50,Male,<=50K
39,HS-grad,Priv-house-serv,22,Female,<=50K
36,Bachelors,Exec-managerial,40,Female,>50K
50,Bachelors,Exec-managerial,55,Male,>50K
41,Assoc-voc,?,12,Male,>50K
31,Some-college,Machine-op-inspct,50,Female,<=50K
71,HS-grad,?,15,Male,<=50K
56,Some-college,Exec-managerial,32,Female,<=50K
51,Some-college,Craft-repair,40,Male,>50K
20,Some-college,Other-service,30,Female,<=50K
53,Bachelors,Prof-specialty,55,Male,>50K
33,Masters,Prof-specialty,35,Female,<=50K
27,Some-college,Adm-clerical,20,Female,<=50K
40,Some-college,Craft-repair,40,Male,>50K
45,Some-college,Adm-clerical,32,Female,<=50K
54,Assoc-voc,Craft-repair,40,Male,<=50K
33,HS-grad,Craft-repair,50,Male,<=50K
27,HS-grad,?,40,Female,<=50K
36,10th,Farming-fishing,60,Male,<=50K
42,Masters,Prof-specialty,55,Male,>50K
33,Some-college,Adm-clerical,40,Female,<=50K
19,Some-college,Adm-clerical,25,Female,<=50K
52,Bachelors,Exec-managerial,45,Male,>50K
41,Masters,Prof-specialty,40,Female,>50K
30,Some-college,Craft-repair,40,Male,<=50K
22,Some-college,Adm-clerical,40,Male,<=50K
47,Bachelors,Exec-managerial,60,Male,>50K
26,5th-6th,Transport-moving,40,Male,<=50K
36,11th,Machine-op-inspct,40,Male,<=50K
35,HS-grad,Machine-op-inspct,40,Male,<=50K
46,Some-college,Protective-serv,40,Male,>50K
24,Bachelors,Prof-specialty,8,Female,<=50K
30,Assoc-voc,Prof-specialty,52,Male,>50K
38,HS-grad,Machine-op-inspct,40,Male,<=50K
50,HS-grad,Sales,45,Female,<=50K
41,Some-college,Adm-clerical,40,Female,<=50K
38,HS-grad,Exec-managerial,60,Male,>50K
36,Bachelors,Sales,48,Male,<=50K
47,HS-grad,Sales,50,Male,>50K
59,Some-college,Adm-clerical,16,Female,>50K
35,Bachelors,?,16,Female,<=50K
59,Doctorate,Prof-specialty,60,Male,>50K
52,Some-college,Exec-managerial,45,Male,>50K
37,Assoc-voc,Sales,60,Male,>50K
52,Bachelors,Other-service,40,Female,<=50K
51,Assoc-acdm,Craft-repair,45,Male,>50K
67,Bachelors,Exec-managerial,55,Male,<=50K
58,11th,?,15,Male,<=50K
68,10th,Other-service,20,Female,<=50K
71,9th,Priv-house-serv,6,Female,<=50K
49,Masters,Adm-clerical,40,Male,<=50K
35,HS-grad,Other-service,40,Male,<=50K
18,HS-grad,Adm-clerical,40,Male,<=50K
29,10th,Farming-fishing,40,Female,<=50K
47,Bachelors,Prof-specialty,60,Male,<=50K
31,9th,Farming-fishing,40,Male,<=50K
22,Some-college,Exec-managerial,40,Male,<=50K
20,Some-college,Tech-support,10,Female,<=50K
57,HS-grad,Sales,26,Female,<=50K
18,Some-college,Other-service,15,Female,<=50K
32,HS-grad,Prof-specialty,40,Male,<=50K
39,HS-grad,Other-service,40,Male,<=50K
37,Bachelors,Prof-specialty,40,Female,<=50K
51,HS-grad,Sales,50,Male,<=50K
48,Some-college,Adm-clerical,40,Male,>50K
39,HS-grad,Transport-moving,55,Male,>50K
35,Bachelors,Sales,45,Male,<=50K
40,5th-6th,Other-service,40,Male,<=50K
19,HS-grad,Sales,25,Male,<=50K
28,HS-grad,Adm-clerical,40,Male,<=50K
23,Some-college,Sales,40,Female,<=50K
18,Some-college,Sales,35,Male,<=50K
23,Bachelors,Prof-specialty,40,Male,<=50K
47,11th,Transport-moving,40,Male,<=50K
42,Bachelors,Adm-clerical,40,Male,<=50K
25,Some-college,Sales,40,Male,<=50K
17,10th,Sales,12,Female,<=50K
34,Bachelors,Exec-managerial,45,Female,<=50K
30,Masters,Exec-managerial,60,Male,>50K
29,Assoc-acdm,Exec-managerial,40,Male,<=50K
22,Some-college,Adm-clerical,40,Female,<=50K
46,HS-grad,Handlers-cleaners,40,Male,<=50K
69,HS-grad,Sales,24,Male,<=50K
50,HS-grad,Craft-repair,60,Male,>50K
19,Some-college,?,30,Male,<=50K
59,HS-grad,Machine-op-inspct,40,Male,<=50K
45,Some-college,Prof-specialty,40,Male,>50K
41,Masters,Adm-clerical,40,Female,<=50K
47,Bachelors,Prof-specialty,40,Male,<=50K
64,11th,Farming-fishing,40,Female,<=50K
29,Some-college,Other-service,35,Male,<=50K
29,Prof-school,Prof-specialty,72,Female,<=50K
17,11th,Prof-specialty,20,Female,<=50K
24,HS-grad,Adm-clerical,60,Male,<=50K
28,HS-grad,Craft-repair,40,Male,<=50K
35,HS-grad,Other-service,50,Male,<=50K
48,Bachelors,Sales,60,Male,<=50K
36,Assoc-voc,Prof-specialty,38,Female,<=50K
38,Assoc-voc,Craft-repair,40,Female,<=50K
49,HS-grad,Craft-repair,40,Male,<=50K
42,Masters,Prof-specialty,40,Male,>50K
36,Assoc-voc,Sales,60,Male,<=50K
25,10th,Machine-op-inspct,40,Female,<=50K
41,Masters,Machine-op-inspct,40,Male,<=50K
35,HS-grad,Farming-fishing,30,Male,<=50K
32,Assoc-voc,Exec-managerial,50,Female,<=50K
41,Masters,Prof-specialty,40,Male,>50K
48,Some-college,Transport-moving,60,Male,<=50K
56,HS-grad,Sales,50,Female,<=50K
47,Some-college,Other-service,40,Male,<=50K
30,HS-grad,Sales,40,Female,<=50K
51,11th,Craft-repair,40,Male,>50K
22,Bachelors,Adm-clerical,40,Male,<=50K
49,Bachelors,Exec-managerial,60,Male,>50K
67,HS-grad,?,10,Female,<=50K
26,HS-grad,Machine-op-inspct,48,Male,<=50K
35,Bachelors,Craft-repair,40,Male,<=50K
37,9th,?,40,Female,<=50K
34,Some-college,Adm-clerical,40,Male,<=50K
51,HS-grad,Exec-managerial,40,Male,<=50K
26,Bachelors,Exec-managerial,40,Male,<=50K
28,Some-college,Adm-clerical,40,Female,<=50K
32,7th-8th,Craft-repair,35,Male,<=50K
55,11th,Adm-clerical,40,Female,<=50K
17,11th,Sales,20,Female,<=50K
40,Some-college,Exec-managerial,40,Female,<=50K
38,Bachelors,Sales,50,Male,<=50K
67,HS-grad,Exec-managerial,40,Female,>50K
44,HS-grad,Machine-op-inspct,40,Male,<=50K
26,Some-college,Exec-managerial,40,Male,>50K
25,HS-grad,Handlers-cleaners,40,Female,<=50K
45,HS-grad,Adm-clerical,40,Female,<=50K
38,HS-grad,Adm-clerical,45,Male,>50K
62,Some-college,Craft-repair,45,Male,<=50K
20,HS-grad,Other-service,40,Male,<=50K
45,Some-college,Other-service,40,Male,<=50K
47,Masters,Prof-specialty,20,Female,>50K
49,Bachelors,Adm-clerical,40,Male,<=50K
36,HS-grad,Craft-repair,40,Male,>50K
24,HS-grad,?,37,Female,<=50K
29,HS-grad,Other-service,30,Female,<=50K
23,11th,Farming-fishing,40,Female,<=50K
50,HS-grad,Craft-repair,40,Male,<=50K
44,Bachelors,Exec-managerial,40,Male,>50K
44,Bachelors,Prof-specialty,40,Male,>50K
32,HS-grad,Tech-support,36,Female,<=50K
73,HS-grad,Other-service,30,Male,<=50K
24,Masters,Prof-specialty,40,Female,<=50K
46,HS-grad,Other-service,40,Female,<=50K
61,Some-college,Sales,36,Male,>50K
37,Masters,Exec-managerial,40,Female,<=50K
29,Assoc-voc,Craft-repair,40,Male,>50K
40,Assoc-acdm,Exec-managerial,40,Male,>50K
17,11th,Machine-op-inspct,12,Male,<=50K
30,HS-grad,Adm-clerical,40,Female,<=50K
19,HS-grad,Other-service,40,Female,<=50K
30,Doctorate,Prof-specialty,60,Male,<=50K
90,HS-grad,?,4,Male,<=50K
76,5th-6th,?,40,Female,<=50K
47,HS-grad,Adm-clerical,35,Female,<=50K
65,Preschool,?,30,Male,<=50K
25,Some-college,Adm-clerical,40,Male,<=50K
41,Bachelors,Prof-specialty,40,Female,<=50K
47,HS-grad,Transport-moving,40,Male,<=50K
27,Assoc-acdm,Adm-clerical,40,Female,<=50K
42,HS-grad,Craft-repair,44,Male,<=50K
49,HS-grad,Other-service,20,Female,<=50K
37,Bachelors,Sales,40,Male,>50K
19,Some-college,Adm-clerical,15,Male,<=50K
24,HS-grad,Craft-repair,38,Male,<=50K
34,Prof-school,Prof-specialty,40,Male,>50K
33,Bachelors,Adm-clerical,40,Male,<=50K
44,Some-college,Exec-managerial,40,Female,<=50K
37,Bachelors,Adm-clerical,40,Male,>50K
45,HS-grad,Craft-repair,40,Male,<=50K
35,Bachelors,Handlers-cleaners,40,Male,<=50K
58,HS-grad,Sales,50,Male,<=50K
45,Some-college,Other-service,50,Female,<=50K
54,Some-college,Craft-repair,40,Male,>50K
45,Masters,Exec-managerial,40,Male,>50K
69,Some-college,Exec-managerial,50,Male,>50K
24,HS-grad,Craft-repair,40,Male,<=50K
36,HS-grad,Craft-repair,40,Male,<=50K
61,10th,Other-service,38,Female,<=50K
57,Bachelors,Exec-managerial,60,Male,>50K
56,HS-grad,Craft-repair,40,Male,<=50K
35,Masters,Prof-specialty,45,Male,>50K
51,Bachelors,Exec-managerial,50,Male,>50K
50,11th,Machine-op-inspct,40,Female,<=50K
25,Some-college,Tech-support,43,Female,<=50K
46,Masters,Exec-managerial,50,Male,>50K
23,Bachelors,Adm-clerical,25,Female,<=50K
44,HS-grad,Transport-moving,40,Male,<=50K
38,HS-grad,Adm-clerical,40,Female,<=50K
35,HS-grad,?,40,Male,<=50K
25,Some-college,Tech-support,40,Female,<=50K
78,HS-grad,?,20,Female,<=50K
18,10th,Other-service,15,Female,<=50K
40,HS-grad,Handlers-cleaners,60,Male,<=50K
61,HS-grad,?,40,Male,<=50K
31,12th,Other-service,40,Female,<=50K
33,HS-grad,Farming-fishing,45,Male,<=50K
35,Assoc-voc,Prof-specialty,40,Female,<=50K
55,Masters,Exec-managerial,45,Male,>50K
19,HS-grad,Adm-clerical,30,Male,<=50K
31,Some-college,Craft-repair,40,Male,<=50K
43,Masters,Exec-managerial,40,Male,>50K
49,Masters,Exec-managerial,47,Male,>50K
48,Prof-school,Prof-specialty,45,Male,>50K
27,HS-grad,Machine-op-inspct,34,Female,<=50K
38,Masters,Exec-managerial,60,Male,>50K
35,HS-grad,Adm-clerical,35,Female,>50K
29,HS-grad,Machine-op-inspct,40,Male,<=50K
27,Bachelors,Sales,2,Male,<=50K
31,9th,Craft-repair,43,Male,<=50K
26,Bachelors,Prof-specialty,40,Male,<=50K
53,HS-grad,Sales,35,Male,<=50K
23,HS-grad,Adm-clerical,30,Female,<=50K
32,HS-grad,Machine-op-inspct,46,Male,<=50K
54,HS-grad,?,40,Female,<=50K
36,Bachelors,Sales,40,Female,<=50K
22,HS-grad,Farming-fishing,50,Male,<=50K
62,Some-college,Adm-clerical,40,Female,<=50K
